latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
32.2371,51.41685,305.44,1.28,1.12,2025-05-17,1752,T,17,6.1NRT,295.09,7.12,N
32.24097,51.43664,307.94,1.28,1.12,2025-05-17,1752,T,59,6.1NRT,293.34,9.71,N
32.23954,51.42336,321.46,1.28,1.12,2025-05-17,1752,T,100,6.1NRT,296.62,25.74,N
31.93259,48.85075,320.71,1.02,1.01,2025-05-17,1752,T,100,6.1NRT,294.56,17.74,N
31.93122,48.84028,312.74,1.02,1.01,2025-05-17,1752,T,83,6.1NRT,294.02,10.53,N
31.66833,46.95345,317.34,1.02,1.01,2025-05-17,1752,T,94,6.1NRT,298.15,13.31,N
31.66679,46.94302,313.26,1.02,1.01,2025-05-17,1752,T,84,6.1NRT,298.41,9.98,N
31.9167,48.66133,305.93,1.01,1.01,2025-05-17,1752,T,55,6.1NRT,295.25,5.21,N
31.9856,48.84096,306.61,1.02,1.01,2025-05-17,1752,T,62,6.1NRT,294.74,5.71,N
31.99443,48.83932,315.14,1.02,1.01,2025-05-17,1752,T,89,6.1NRT,294.6,11.67,N
32.06606,49.10052,336.45,1.03,1.02,2025-05-17,1752,T,100,6.1NRT,299.74,36.24,N
32.0647,49.08997,325.6,1.03,1.01,2025-05-17,1752,T,100,6.1NRT,298.2,21.43,N
32.16279,49.06552,320.97,1.03,1.01,2025-05-17,1752,T,100,6.1NRT,299.41,16.31,N
31.76316,46.05194,310.6,1.07,1.03,2025-05-17,1752,T,78,6.1NRT,298.58,8.2,N
31.76147,46.04097,320.98,1.08,1.04,2025-05-17,1752,T,100,6.1NRT,298.64,18.04,N
32.06163,47.44158,314.74,1,1,2025-05-17,1752,T,88,6.1NRT,300.13,9.9,N
32.15693,47.99348,309.99,1,1,2025-05-17,1752,T,72,6.1NRT,299.55,6.34,N
32.10394,47.5496,316.48,1,1,2025-05-17,1752,T,92,6.1NRT,301.75,10.68,N
32.11417,47.41411,317.02,1,1,2025-05-17,1752,T,93,6.1NRT,301.39,11.15,N
32.1127,47.4038,311.21,1,1,2025-05-17,1752,T,77,6.1NRT,300.34,6.48,N
32.23753,48.23621,306.97,1,1,2025-05-17,1752,T,58,6.1NRT,294.54,5.85,N
32.12292,47.41235,319.3,1,1,2025-05-17,1752,T,98,6.1NRT,301.67,13.09,N
32.12145,47.40204,313.49,1,1,2025-05-17,1752,T,84,6.1NRT,300.92,8.09,N
32.17402,47.5187,323.01,1,1,2025-05-17,1752,T,100,6.1NRT,301.29,16.98,N
32.18277,47.51694,314.23,1,1,2025-05-17,1752,T,86,6.1NRT,300.61,8.84,N
31.72481,44.53201,307.85,1.25,1.11,2025-05-17,1752,T,69,6.1NRT,295.96,9.11,N
32.3279,48.50632,319.23,1.01,1,2025-05-17,1752,T,98,6.1NRT,299.19,14.48,N
32.25544,47.2522,321.69,1.01,1,2025-05-17,1752,T,100,6.1NRT,301.49,15.89,N
32.35041,47.71491,316.88,1,1,2025-05-17,1752,T,92,6.1NRT,302.65,10.83,N
32.34897,47.70461,319.84,1,1,2025-05-17,1752,T,99,6.1NRT,302.59,13.4,N
32.35915,47.71318,328.05,1,1,2025-05-17,1752,T,100,6.1NRT,301.74,22.47,N
32.35771,47.70288,327.79,1,1,2025-05-17,1752,T,100,6.1NRT,302.38,22.22,N
31.90877,44.58162,305.64,1.23,1.1,2025-05-17,1752,T,58,6.1NRT,294.89,7.39,N
32.4483,47.56245,310.4,1,1,2025-05-17,1752,T,70,6.1NRT,296.93,7.28,N
32.49031,47.20726,325.47,1.01,1,2025-05-17,1752,T,100,6.1NRT,303.88,18.87,N
32.7331,48.29163,310.5,1.01,1,2025-05-17,1752,T,73,6.1NRT,300.11,6.48,N
32.38911,45.7242,311.42,1.09,1.04,2025-05-17,1752,T,78,6.1NRT,297.66,9.12,N
32.54179,46.11638,314.31,1.05,1.03,2025-05-17,1752,T,86,6.1NRT,297.53,11.02,N
32.49049,45.6664,311.7,1.09,1.04,2025-05-17,1752,T,79,6.1NRT,300.01,8.69,N
32.83062,44.93288,304.74,1.15,1.07,2025-05-17,1752,T,42,6.1NRT,292.89,6.24,N
32.9348,44.60903,311.15,1.19,1.08,2025-05-17,1752,T,78,6.1NRT,295.5,11.01,N
33.15839,44.78295,308.77,1.16,1.07,2025-05-17,1752,T,70,6.1NRT,297.64,8.29,N
33.21898,44.76232,313.64,1.16,1.07,2025-05-17,1752,T,85,6.1NRT,297.03,13,N
34.47067,45.52082,318.42,1.06,1.03,2025-05-17,1754,T,97,6.1NRT,299.91,13.88,N
34.86283,44.0232,310.11,1.19,1.08,2025-05-17,1754,T,79,6.1NRT,296.02,9.91,N
34.90059,43.8098,325.16,1.21,1.09,2025-05-17,1754,T,100,6.1NRT,295.69,28.35,N
34.89844,43.79703,326.15,1.21,1.09,2025-05-17,1754,T,100,6.1NRT,295.75,29.95,N
35.24649,44.43011,315.59,1.13,1.06,2025-05-17,1754,T,92,6.1NRT,295.17,14.39,N
35.4571,44.42284,303.14,1.12,1.06,2025-05-17,1754,T,52,6.1NRT,290.83,4.51,N
35.48985,44.15135,324.78,1.15,1.07,2025-05-17,1754,T,100,6.1NRT,294.36,27.24,N
35.52658,44.33736,314.94,1.13,1.06,2025-05-17,1754,T,90,6.1NRT,291.86,14.16,N
35.53578,44.33514,306.94,1.13,1.06,2025-05-17,1754,T,70,6.1NRT,289.43,7.54,N
35.63408,44.01394,306.77,1.16,1.07,2025-05-17,1754,T,69,6.1NRT,296.76,6.24,N
35.63206,44.0016,310.69,1.16,1.07,2025-05-17,1754,T,81,6.1NRT,296.95,9.69,N
35.66048,43.96246,321.25,1.16,1.07,2025-05-17,1754,T,100,6.1NRT,297.35,21.43,N
35.68548,43.87862,340.93,1.17,1.08,2025-05-17,1754,T,100,6.1NRT,297.37,54.88,N
35.68343,43.86613,315.33,1.17,1.08,2025-05-17,1754,T,91,6.1NRT,295.57,14.93,N
35.72115,44.03709,312.86,1.15,1.07,2025-05-17,1754,T,86,6.1NRT,296.44,10.98,N
35.73044,44.03486,307.16,1.15,1.07,2025-05-17,1754,T,70,6.1NRT,296.3,6.1,N
56.99203,-111.66185,304.21,1.68,1.28,2025-05-17,1817,T,27,6.1NRT,291.39,9.85,D
43.48571,-121.10396,301.63,1.46,1.19,2025-05-17,1819,T,27,6.1NRT,287.67,4.14,D
36.59522,-120.3974,315.85,2.36,1.48,2025-05-17,1821,T,71,6.1NRT,295.08,22.24,D
-14.61814,127.50191,300.19,1.42,1.18,2025-05-17,1817,A,20,6.1NRT,289.67,6.97,N
-14.55592,125.94159,306.06,1.15,1.07,2025-05-17,1817,A,27,6.1NRT,293.35,6.58,N
1.49897,127.63877,307.77,1.01,1,2025-05-17,1811,A,72,6.1NRT,288.35,8.56,N
-14.56137,125.93526,305.24,1.15,1.07,2025-05-17,1817,A,64,6.1NRT,292.18,7.16,N
-14.56278,125.94557,307.24,1.15,1.07,2025-05-17,1817,A,71,6.1NRT,293.25,8.8,N
-3.86762,122.40359,305.57,1.38,1.16,2025-05-17,1813,A,65,6.1NRT,288.63,8.25,N
-14.6605,126.2325,309.62,1.19,1.08,2025-05-17,1817,A,78,6.1NRT,290.8,12.73,N
-3.86599,122.39813,302.29,1.38,1.16,2025-05-17,1813,A,30,6.1NRT,288.85,5.1,N
-14.662,126.24327,301.65,1.19,1.09,2025-05-17,1817,A,43,6.1NRT,290.08,6.52,N
-3.86789,122.41013,303.62,1.37,1.16,2025-05-17,1813,A,54,6.1NRT,288.72,6.14,N
-14.93176,127.99342,310.96,1.55,1.23,2025-05-17,1817,A,81,6.1NRT,291.92,18.35,N
-32.94929,116.24232,308.84,1.16,1.07,2025-05-17,1821,A,32,6.1NRT,284.62,13.69,N
-32.95138,116.25426,319.26,1.16,1.07,2025-05-17,1821,A,97,6.1NRT,285.04,24.09,N
-14.95195,127.95505,322.61,1.54,1.22,2025-05-17,1817,A,100,6.1NRT,292.44,37.74,N
-32.9629,116.26398,305.93,1.16,1.07,2025-05-17,1821,A,13,6.1NRT,282.41,10.36,N
-14.95372,127.96878,312.23,1.55,1.23,2025-05-17,1817,A,84,6.1NRT,291.88,19.74,N
-33.95824,115.29821,300.6,1.24,1.11,2025-05-17,1821,A,8,6.1NRT,284.73,8.42,N
-14.96635,127.98138,301.46,1.55,1.23,2025-05-17,1817,A,39,6.1NRT,290.71,7.49,N
-14.9627,127.86897,306.99,1.52,1.22,2025-05-17,1817,A,59,6.1NRT,291.1,11.76,N
-14.96452,127.88292,316.03,1.53,1.22,2025-05-17,1817,A,92,6.1NRT,292.42,24.63,N
-14.98236,127.85242,302.64,1.52,1.22,2025-05-17,1817,A,20,6.1NRT,290.89,7.97,N
-15.2499,129.74028,303.2,2.12,1.42,2025-05-17,1817,A,39,6.1NRT,291.25,14.17,N
-14.83618,126.53152,305.2,1.24,1.11,2025-05-17,1817,A,63,6.1NRT,289.8,9.78,N
-15.07268,127.92101,301.58,1.54,1.22,2025-05-17,1817,A,22,6.1NRT,290.05,7.91,N
-15.08165,127.90569,307.67,1.54,1.22,2025-05-17,1817,A,63,6.1NRT,290.03,16.19,N
-14.91893,126.55386,306.18,1.25,1.11,2025-05-17,1817,A,49,6.1NRT,290.39,9.62,N
-14.91972,126.54691,305.24,1.25,1.11,2025-05-17,1817,A,29,6.1NRT,289.83,8.73,N
-14.92124,126.5583,302.46,1.25,1.11,2025-05-17,1817,A,13,6.1NRT,290.43,6.68,N
-15.05962,126.38427,306.27,1.22,1.1,2025-05-17,1817,A,67,6.1NRT,286.66,11.69,N
-15.34345,127.80666,301.71,1.53,1.22,2025-05-17,1817,A,30,6.1NRT,291.3,7.68,N
-15.34701,127.75109,303.53,1.51,1.21,2025-05-17,1817,A,16,6.1NRT,291.78,8.63,N
-15.35423,127.80541,301.33,1.53,1.22,2025-05-17,1817,A,28,6.1NRT,291.12,7.48,N
-15.36032,127.7298,304.61,1.51,1.21,2025-05-17,1817,A,18,6.1NRT,291.97,9.79,N
-15.371,127.72831,310.41,1.51,1.21,2025-05-17,1817,A,79,6.1NRT,292.45,17.44,N
-16.06328,130.41287,302.84,2.47,1.51,2025-05-17,1817,A,7,6.1NRT,286.77,21.94,N
-16.07545,130.42899,306.17,2.48,1.52,2025-05-17,1817,A,67,6.1NRT,286.76,30.43,N
-15.70006,125.6944,303.15,1.15,1.07,2025-05-17,1817,A,43,6.1NRT,288.67,7.3,N
-15.73474,125.62988,307.62,1.14,1.06,2025-05-17,1817,A,72,6.1NRT,291.86,9.67,N
-15.73614,125.64001,302.87,1.14,1.06,2025-05-17,1817,A,52,6.1NRT,291.07,6.41,N
-15.81893,125.82047,332.23,1.17,1.07,2025-05-17,1817,A,100,6.1NRT,289.48,41.03,N
-15.82041,125.83104,332.23,1.17,1.08,2025-05-17,1817,A,100,6.1NRT,289.91,41.07,N
-15.8219,125.84161,301.35,1.17,1.08,2025-05-17,1817,A,39,6.1NRT,289.88,6.23,N
-15.84049,125.06747,304.51,1.08,1.04,2025-05-17,1817,A,60,6.1NRT,292.75,6.52,N
-15.84962,125.06601,304.04,1.08,1.04,2025-05-17,1817,A,58,6.1NRT,291.84,6.21,N
-16.04835,125.75805,327.3,1.16,1.07,2025-05-17,1817,A,100,6.1NRT,291.27,33.3,N
-16.07166,125.47163,301.28,1.13,1.06,2025-05-17,1817,A,40,6.1NRT,290.92,5.69,N
-16.25791,124.95035,301.69,1.08,1.04,2025-05-17,1817,A,43,6.1NRT,291.6,5.59,N
-16.26467,124.80413,301.05,1.07,1.03,2025-05-17,1817,A,25,6.1NRT,289.71,4.6,N
-16.42403,124.18385,303.49,1.03,1.01,2025-05-17,1817,A,55,6.1NRT,290.36,5.34,N
-16.43388,124.18538,303.91,1.03,1.01,2025-05-17,1817,A,58,6.1NRT,290.12,5.64,N
-16.49966,124.26142,302.41,1.03,1.01,2025-05-17,1817,A,49,6.1NRT,292.1,5.08,N
-17.54891,126.43288,306.9,1.32,1.14,2025-05-17,1817,A,70,6.1NRT,290.55,12.7,N
-17.58791,126.49629,310.51,1.34,1.15,2025-05-17,1817,A,80,6.1NRT,290.84,15.75,N
-17.63845,126.48868,302.94,1.34,1.15,2025-05-17,1817,A,52,6.1NRT,289.15,8.62,N
-17.64012,126.5013,302.01,1.34,1.15,2025-05-17,1817,A,46,6.1NRT,290.55,7.79,N
-18.12207,130.21132,309.43,2.55,1.54,2025-05-17,1817,A,77,6.1NRT,286.57,47.24,N
-18.13565,130.20967,313.7,2.55,1.54,2025-05-17,1817,A,84,6.1NRT,286.05,54.95,N
-18.13839,130.23338,313.44,2.56,1.54,2025-05-17,1817,A,87,6.1NRT,283.98,55.39,N
-18.12904,130.20317,311.27,2.55,1.54,2025-05-17,1817,A,82,6.1NRT,286.32,51.17,N
-18.13158,130.22672,327.21,2.56,1.54,2025-05-17,1817,A,100,6.1NRT,286.87,111.85,N
-17.31989,122.27328,301.79,1.01,1.01,2025-05-17,1817,A,44,6.1NRT,288.92,5.51,N
-22.54457,120.61206,301.33,1.03,1.02,2025-05-17,1819,A,40,6.1NRT,286.19,6.69,N
-30.93945,-60.06481,310.57,1.06,1.03,2025-05-17,1853,A,60,6.1NRT,296.47,5.48,D
-30.84935,-59.46715,307.39,1.02,1.01,2025-05-17,1853,A,51,6.1NRT,295.33,3.69,D
-30.96608,-60.41087,309.53,1.09,1.04,2025-05-17,1853,A,56,6.1NRT,294.5,5.79,D
-31.05858,-61.48364,312.1,1.21,1.09,2025-05-17,1853,A,61,6.1NRT,297.3,7.83,D
-31.06011,-61.49611,312.5,1.21,1.09,2025-05-17,1853,A,62,6.1NRT,297.84,8.51,D
-30.72188,-60.07756,311.62,1.06,1.03,2025-05-17,1853,A,44,6.1NRT,297.83,5.59,D
-30.71278,-60.07922,311.67,1.06,1.03,2025-05-17,1853,A,62,6.1NRT,296.09,5.86,D
-30.60543,-59.56317,308.32,1.03,1.01,2025-05-17,1853,A,38,6.1NRT,296.22,3.99,D
-30.67451,-60.14178,311.2,1.06,1.03,2025-05-17,1853,A,61,6.1NRT,297.93,5.45,D
-30.67596,-60.15267,312.67,1.06,1.03,2025-05-17,1853,A,64,6.1NRT,297.66,6.7,D
-30.39998,-59.87989,320.53,1.04,1.02,2025-05-17,1853,A,76,6.1NRT,297.31,14.62,D
-30.40143,-59.89053,318.15,1.04,1.02,2025-05-17,1853,A,69,6.1NRT,297.28,12.12,D
-30.39206,-59.95776,309.93,1.04,1.02,2025-05-17,1853,A,44,6.1NRT,297.11,4.78,D
-30.28446,-59.9067,307.72,1.04,1.02,2025-05-17,1853,A,49,6.1NRT,296.37,4.08,D
-30.05714,-59.07077,321.59,1,1,2025-05-17,1853,A,79,6.1NRT,297.07,15.57,D
-30.08459,-59.85789,315,1.03,1.02,2025-05-17,1853,A,70,6.1NRT,296.48,9.55,D
-29.46308,-55.85652,308.49,1.18,1.08,2025-05-17,1853,A,59,6.1NRT,295.87,6.12,D
-29.45356,-55.85861,315.43,1.18,1.08,2025-05-17,1853,A,73,6.1NRT,295.61,13.21,D
-29.92097,-59.02522,313.81,1,1,2025-05-17,1853,A,71,6.1NRT,295.89,8.16,D
-29.92244,-59.03541,309.41,1,1,2025-05-17,1853,A,50,6.1NRT,295.89,4.84,D
-29.90325,-59.02862,315.34,1,1,2025-05-17,1853,A,73,6.1NRT,295.97,9.13,D
-29.53689,-56.92265,316.33,1.07,1.03,2025-05-17,1853,A,0,6.1NRT,295.85,12.71,D
-30.08422,-60.76431,320.42,1.1,1.05,2025-05-17,1853,A,76,6.1NRT,297.92,14.8,D
-30.07772,-60.7594,326.65,1.1,1.05,2025-05-17,1853,A,82,6.1NRT,297.25,22.8,D
-29.53222,-57.29314,307.3,1.04,1.02,2025-05-17,1853,A,63,6.1NRT,293.77,5.87,D
-29.22116,-55.7812,307.04,1.2,1.09,2025-05-17,1853,A,57,6.1NRT,295.88,5.32,D
-30.20169,-62.73841,313.15,1.38,1.16,2025-05-17,1853,A,40,6.1NRT,299.64,9.75,D
-30.18974,-62.72591,312.36,1.37,1.16,2025-05-17,1853,A,35,6.1NRT,299.28,8.25,D
-29.80859,-60.19284,312.14,1.05,1.02,2025-05-17,1853,A,65,6.1NRT,298.51,5.74,D
-29.94188,-61.27467,313.88,1.15,1.07,2025-05-17,1853,A,66,6.1NRT,297.94,8.46,D
-29.94337,-61.28639,312.88,1.15,1.07,2025-05-17,1853,A,63,6.1NRT,298.22,7.68,D
-29.25577,-56.6046,306.76,1.1,1.05,2025-05-17,1853,A,58,6.1NRT,295.02,4.51,D
-30.05407,-62.85946,311.59,1.39,1.17,2025-05-17,1853,A,61,6.1NRT,298.69,9.18,D
-29.19318,-57.08691,308.43,1.07,1.03,2025-05-17,1853,A,40,6.1NRT,295.62,5.01,D
-29.1949,-57.09761,307.62,1.06,1.03,2025-05-17,1853,A,34,6.1NRT,295.81,4.62,D
-29.18409,-57.08883,317.5,1.07,1.03,2025-05-17,1853,A,75,6.1NRT,296.38,13.26,D
-29.08506,-56.86978,317.85,1.09,1.04,2025-05-17,1853,A,71,6.1NRT,292.84,14.89,D
-29.08683,-56.88067,315.73,1.08,1.04,2025-05-17,1853,A,64,6.1NRT,295.21,12.5,D
-29.69318,-61.56486,315.04,1.18,1.08,2025-05-17,1853,A,56,6.1NRT,297.79,11.98,D
-29.06086,-57.18238,310.07,1.06,1.03,2025-05-17,1853,A,65,6.1NRT,295.27,7.42,D
-29.5464,-60.91053,312.8,1.1,1.05,2025-05-17,1853,A,60,6.1NRT,298.57,7.29,D
-29.54787,-60.92171,314.25,1.1,1.05,2025-05-17,1853,A,66,6.1NRT,298.51,8.54,D
-28.7257,-56.37755,308.17,1.14,1.07,2025-05-17,1853,A,36,6.1NRT,296.42,5.2,D
-28.71632,-56.37959,308.72,1.14,1.07,2025-05-17,1853,A,60,6.1NRT,296.4,5.91,D
-28.71823,-56.39101,309.24,1.14,1.07,2025-05-17,1853,A,62,6.1NRT,296.4,6.41,D
-29.14214,-59.69799,306.8,1.02,1.01,2025-05-17,1853,A,41,6.1NRT,294.91,3.64,D
-29.28028,-60.78749,312.89,1.09,1.04,2025-05-17,1853,A,63,6.1NRT,297.63,6.78,D
-29.00459,-59.0638,306.68,1,1,2025-05-17,1853,A,51,6.1NRT,294.93,3.9,D
-28.67014,-57.11195,308.98,1.07,1.03,2025-05-17,1853,A,61,6.1NRT,296.58,5.67,D
-28.67187,-57.1227,315.78,1.07,1.03,2025-05-17,1853,A,73,6.1NRT,296.86,11.58,D
-29.14955,-60.63857,310.06,1.07,1.03,2025-05-17,1853,A,55,6.1NRT,297.22,5.27,D
-28.49438,-56.7714,311.03,1.11,1.05,2025-05-17,1853,A,62,6.1NRT,296.05,7.45,D
-28.46827,-56.77214,309.2,1.11,1.05,2025-05-17,1853,A,61,6.1NRT,296.16,6.44,D
-28.47006,-56.78321,306.61,1.11,1.05,2025-05-17,1853,A,37,6.1NRT,296.16,4.19,D
-28.47542,-56.81638,307.08,1.11,1.05,2025-05-17,1853,A,55,6.1NRT,296.19,4.77,D
-29.10605,-61.13142,314.94,1.11,1.05,2025-05-17,1853,A,51,6.1NRT,297.93,8.71,D
-28.46618,-56.81834,307.29,1.11,1.05,2025-05-17,1853,A,56,6.1NRT,296.18,5.01,D
-28.96368,-60.34476,311.78,1.05,1.02,2025-05-17,1853,A,63,6.1NRT,297.39,6.12,D
-28.39496,-56.8277,309.34,1.11,1.05,2025-05-17,1853,A,62,6.1NRT,296.53,6.41,D
-28.39674,-56.83873,310.86,1.11,1.05,2025-05-17,1853,A,65,6.1NRT,297.15,7.84,D
-28.39636,-56.89571,306.73,1.1,1.05,2025-05-17,1853,A,54,6.1NRT,296.63,4.59,D
-28.91322,-60.71958,319.16,1.07,1.03,2025-05-17,1853,A,74,6.1NRT,297.13,13.01,D
-28.91465,-60.73039,313.69,1.07,1.03,2025-05-17,1853,A,65,6.1NRT,297.63,7.75,D
-28.66011,-60.13874,311.06,1.03,1.01,2025-05-17,1853,A,25,6.1NRT,297.17,5.01,D
-28.65256,-60.1507,320.5,1.03,1.01,2025-05-17,1853,A,57,6.1NRT,297.06,13.6,D
-28.64671,-60.44676,313.04,1.05,1.02,2025-05-17,1853,A,64,6.1NRT,295.44,7.03,D
-28.6114,-60.52857,320.35,1.05,1.02,2025-05-17,1853,A,48,6.1NRT,297.9,11.87,D
-28.60233,-60.53016,325.99,1.05,1.02,2025-05-17,1853,A,55,6.1NRT,298.31,17.54,D
-28.59325,-60.53175,325.79,1.05,1.02,2025-05-17,1853,A,74,6.1NRT,296.51,17.68,D
-28.58418,-60.53335,313.09,1.05,1.02,2025-05-17,1853,A,49,6.1NRT,297.39,5.8,D
-28.57643,-61.02438,311.44,1.09,1.04,2025-05-17,1853,A,57,6.1NRT,297.85,5.63,D
-28.57786,-61.03535,311.02,1.09,1.04,2025-05-17,1853,A,56,6.1NRT,295.6,5.43,D
-28.48347,-60.73709,315.89,1.07,1.03,2025-05-17,1853,A,69,6.1NRT,297.78,9.55,D
-28.4849,-60.74778,311.33,1.07,1.03,2025-05-17,1853,A,58,6.1NRT,297.63,5.84,D
-28.38521,-60.82542,309.2,1.07,1.03,2025-05-17,1853,A,49,6.1NRT,295.95,4.13,D
-28.29731,-60.65118,323.57,1.06,1.03,2025-05-17,1853,A,79,6.1NRT,296.72,17.41,D
-28.29874,-60.66175,325.61,1.06,1.03,2025-05-17,1853,A,81,6.1NRT,295.52,19.77,D
-28.28965,-60.66333,315.98,1.06,1.03,2025-05-17,1853,A,59,6.1NRT,296.3,8.85,D
-28.48301,-62.39524,323.85,1.25,1.11,2025-05-17,1853,A,78,6.1NRT,300.14,19.64,D
-28.48454,-62.40786,324.66,1.26,1.11,2025-05-17,1853,A,79,6.1NRT,301.12,20.9,D
-28.47313,-62.39679,361.72,1.25,1.11,2025-05-17,1853,A,100,6.1NRT,303.2,114.32,D
-28.47465,-62.40941,349.34,1.26,1.11,2025-05-17,1853,A,95,6.1NRT,302.6,72.57,D
-27.26623,-54.58709,319.24,1.51,1.21,2025-05-17,1853,A,79,6.1NRT,285.32,29.27,D
-27.26899,-54.60196,313.49,1.51,1.21,2025-05-17,1853,A,73,6.1NRT,285.65,19.89,D
-28.19391,-60.42803,311.88,1.04,1.02,2025-05-17,1853,A,63,6.1NRT,295.66,7.28,D
-27.26406,-54.59312,327.26,1.51,1.21,2025-05-17,1853,A,85,6.1NRT,285.73,44.78,D
-27.14099,-54.61441,306.48,1.51,1.21,2025-05-17,1853,A,64,6.1NRT,287.76,10.83,D
-26.9459,-54.56273,305.18,1.54,1.22,2025-05-17,1853,A,61,6.1NRT,284.56,10.54,D
-27.34912,-57.46595,307.22,1.08,1.04,2025-05-17,1853,A,55,6.1NRT,296.57,4.45,D
-27.35082,-57.47657,313.01,1.07,1.03,2025-05-17,1853,A,69,6.1NRT,296.69,9.13,D
-27.96723,-62.75883,313.06,1.29,1.13,2025-05-17,1853,A,64,6.1NRT,299.18,9.19,D
-27.03391,-56.95938,326,1.13,1.06,2025-05-17,1853,A,82,6.1NRT,299.15,24.35,D
-27.03574,-56.97046,315.34,1.13,1.06,2025-05-17,1853,A,72,6.1NRT,297.49,11.86,D
-27.02702,-56.95596,328.25,1.13,1.06,2025-05-17,1853,A,84,6.1NRT,299.17,27.59,D
-27.02882,-56.96705,338.78,1.13,1.06,2025-05-17,1853,A,90,6.1NRT,299.75,45.48,D
-26.93124,-56.49121,331.1,1.19,1.09,2025-05-17,1853,A,86,6.1NRT,295.72,33.91,D
-26.93319,-56.50298,322.99,1.19,1.09,2025-05-17,1853,A,80,6.1NRT,295.47,21.55,D
-26.92167,-56.49325,319.79,1.19,1.09,2025-05-17,1853,A,78,6.1NRT,295.06,17.56,D
-26.92363,-56.50498,313.31,1.19,1.09,2025-05-17,1853,A,69,6.1NRT,294.93,10.31,D
-27.83052,-62.80496,312.94,1.3,1.13,2025-05-17,1853,A,64,6.1NRT,296.87,9.19,D
-26.52767,-54.68814,307.31,1.54,1.22,2025-05-17,1853,A,65,6.1NRT,283.11,13.38,D
-26.80482,-56.46285,305.69,1.2,1.09,2025-05-17,1853,A,54,6.1NRT,293.1,4.96,D
-26.91469,-57.82365,313.04,1.06,1.03,2025-05-17,1853,A,65,6.1NRT,296.71,9.03,D
-26.91634,-57.83405,313.47,1.06,1.03,2025-05-17,1853,A,60,6.1NRT,296.68,9.37,D
-26.81064,-57.39196,320.33,1.1,1.04,2025-05-17,1853,A,78,6.1NRT,288.07,16.9,D
-26.81236,-57.40272,320.86,1.09,1.04,2025-05-17,1853,A,78,6.1NRT,289.24,17.48,D
-26.80144,-57.39383,315.16,1.1,1.04,2025-05-17,1853,A,42,6.1NRT,288.58,10.81,D
-26.50712,-56.41002,309.99,1.22,1.1,2025-05-17,1853,A,67,6.1NRT,295.64,8.08,D
-26.55485,-56.81065,314.49,1.17,1.07,2025-05-17,1853,A,72,6.1NRT,292.08,13.17,D
-26.55676,-56.82203,314.97,1.16,1.07,2025-05-17,1853,A,73,6.1NRT,290.71,13.71,D
-26.30275,-55.81693,304.76,1.32,1.14,2025-05-17,1853,A,59,6.1NRT,287.41,6.06,D
-26.41366,-56.46017,307.19,1.22,1.1,2025-05-17,1853,A,62,6.1NRT,290.61,7.11,D
-26.45553,-56.82521,303.95,1.17,1.08,2025-05-17,1853,A,48,6.1NRT,286.59,3.95,D
-26.45165,-56.83276,303.21,1.17,1.08,2025-05-17,1853,A,47,6.1NRT,286.06,3.93,D
-26.40777,-57.09806,304.67,1.14,1.06,2025-05-17,1853,A,53,6.1NRT,285.7,4.54,D
-26.40405,-57.1045,303.95,1.14,1.06,2025-05-17,1853,A,53,6.1NRT,285.85,4.59,D
-26.52692,-58.17514,324.79,1.04,1.02,2025-05-17,1853,A,82,6.1NRT,290.15,21.5,D
-26.52851,-58.18535,313.14,1.04,1.02,2025-05-17,1853,A,67,6.1NRT,289.85,10.06,D
-26.33526,-58.01342,311.85,1.05,1.03,2025-05-17,1853,A,71,6.1NRT,287.58,9.79,D
-26.32622,-58.01521,313.98,1.05,1.03,2025-05-17,1853,A,73,6.1NRT,285.5,11.93,D
-26.22981,-57.46895,396.25,1.1,1.05,2025-05-17,1853,A,94,6.1NRT,299.62,263.22,D
-26.23155,-57.47972,323.62,1.1,1.05,2025-05-17,1853,A,82,6.1NRT,291.98,21.27,D
-26.21883,-57.46003,346.75,1.1,1.05,2025-05-17,1853,A,72,6.1NRT,290.25,57.15,D
-26.22058,-57.47081,375.24,1.1,1.05,2025-05-17,1853,A,94,6.1NRT,294.58,149.64,D
-26.2096,-57.4619,361.06,1.1,1.05,2025-05-17,1853,A,87,6.1NRT,290.01,95.35,D
-26.21135,-57.47268,332.38,1.1,1.05,2025-05-17,1853,A,40,6.1NRT,289.77,29.06,D
-26.20037,-57.46376,335.12,1.1,1.05,2025-05-17,1853,A,72,6.1NRT,287.88,36.3,D
-26.65654,-60.83132,309.67,1.04,1.02,2025-05-17,1853,A,62,6.1NRT,297.15,4.46,D
-26.65795,-60.84159,325.24,1.04,1.02,2025-05-17,1853,A,82,6.1NRT,298,19.32,D
-26.10981,-57.42164,316.54,1.11,1.05,2025-05-17,1853,A,71,6.1NRT,283.98,14,D
-26.09878,-57.41269,312.9,1.11,1.05,2025-05-17,1853,A,72,6.1NRT,284.15,10.82,D
-26.10055,-57.42351,320.16,1.11,1.05,2025-05-17,1853,A,80,6.1NRT,284.91,18.33,D
8.96616,28.54883,317.24,1,1,2025-05-17,1925,T,93,6.1NRT,295.26,11.89,N
-8.20693,23.20907,300.72,3.62,1.78,2025-05-17,1919,T,32,6.1NRT,289.85,27.28,N
9.31366,27.79829,310.27,1.01,1.01,2025-05-17,1925,T,63,6.1NRT,299.39,4.38,N
