latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
38.05361,67.27308,334.06,1.05,1.02,2025-05-17,0514,T,79,6.1NRT,315.4,17.11,D
32.72494,74.54412,323.28,2.07,1.4,2025-05-17,0514,T,38,6.1NRT,306.39,19.3,D
32.62668,74.65058,328.91,2.11,1.41,2025-05-17,0514,T,79,6.1NRT,307.7,32.37,D
32.63183,73.7538,324.37,1.84,1.33,2025-05-17,0514,T,68,6.1NRT,305.89,18.34,D
32.62627,73.61,326.78,1.8,1.32,2025-05-17,0514,T,71,6.1NRT,307.05,23.87,D
32.44186,73.76934,323.14,1.86,1.33,2025-05-17,0514,T,64,6.1NRT,305.65,15.75,D
32.29892,74.42232,324.22,2.07,1.4,2025-05-17,0514,T,71,6.1NRT,306.16,22,D
32.5002,73.04482,323.18,1.67,1.27,2025-05-17,0514,T,55,6.1NRT,307.69,14.62,D
32.36066,73.58435,324.83,1.82,1.32,2025-05-17,0514,T,46,6.1NRT,306.43,18.51,D
32.35288,73.56287,324.48,1.81,1.32,2025-05-17,0514,T,49,6.1NRT,305.83,18.15,D
32.36442,73.57881,323.8,1.82,1.32,2025-05-17,0514,T,41,6.1NRT,305.95,16.45,D
31.96083,75.08879,339.87,2.34,1.48,2025-05-17,0514,T,88,6.1NRT,306.19,95.35,D
31.96264,75.08416,335.26,2.34,1.48,2025-05-17,0514,T,84,6.1NRT,305.88,70.57,D
31.95784,75.10775,324.56,2.35,1.48,2025-05-17,0514,T,72,6.1NRT,305.71,24.43,D
31.86143,75.18077,325.56,2.39,1.49,2025-05-17,0514,T,74,6.1NRT,303.41,31.85,D
32.04614,74.16016,327.56,2.02,1.38,2025-05-17,0514,T,75,6.1NRT,305.35,32.27,D
32.042,74.18055,327.64,2.02,1.39,2025-05-17,0514,T,75,6.1NRT,305.53,33.82,D
32.0503,74.17624,328.72,2.02,1.39,2025-05-17,0514,T,77,6.1NRT,305.86,38.14,D
31.97886,74.09232,326.35,2,1.38,2025-05-17,0514,T,73,6.1NRT,305.96,25.12,D
31.97478,74.11256,324.76,2.01,1.38,2025-05-17,0514,T,70,6.1NRT,306.55,20.49,D
31.97076,74.10596,328.73,2.01,1.38,2025-05-17,0514,T,76,6.1NRT,307.14,32.88,D
32.05328,73.30579,326.03,1.77,1.3,2025-05-17,0514,T,55,6.1NRT,308.77,16.45,D
32.02012,73.35381,327.29,1.79,1.31,2025-05-17,0514,T,70,6.1NRT,309.42,15.47,D
31.62225,75.37829,323,2.5,1.52,2025-05-17,0514,T,52,6.1NRT,303.21,24.41,D
31.80754,74.14056,324.46,2.04,1.39,2025-05-17,0514,T,69,6.1NRT,305.95,18.96,D
31.75896,74.1925,327.12,2.06,1.4,2025-05-17,0514,T,67,6.1NRT,307.87,19.18,D
31.49833,75.39066,324.32,2.52,1.53,2025-05-17,0514,T,71,6.1NRT,303.52,27.38,D
31.52653,74.73412,324.85,2.27,1.46,2025-05-17,0514,T,71,6.1NRT,305.99,22.29,D
31.46111,74.66253,326.13,2.25,1.45,2025-05-17,0514,T,73,6.1NRT,307.25,24.71,D
31.87811,72.32273,322.87,1.55,1.23,2025-05-17,0514,T,43,6.1NRT,307.96,12.03,D
31.16786,75.66733,330.97,2.68,1.57,2025-05-17,0514,T,60,6.1NRT,305,57.84,D
60.42784,96.53072,319.55,3.13,1.68,2025-05-17,0506,T,59,6.1NRT,275.59,94.78,D
60.42865,96.5241,327.72,3.13,1.68,2025-05-17,0506,T,72,6.1NRT,277.18,142.23,D
59.89507,71.72865,301.32,1.29,1.13,2025-05-17,0506,T,46,6.1NRT,281.27,8.76,D
56.7326,67.24055,302.84,1.72,1.29,2025-05-17,0508,T,24,6.1NRT,291.3,7.31,D
50.99316,80.25327,324.7,1.5,1.21,2025-05-17,0508,T,59,6.1NRT,287.59,26.74,D
50.98703,80.22791,322.84,1.5,1.21,2025-05-17,0508,T,31,6.1NRT,285.16,21.87,D
50.98294,80.24796,380.72,1.5,1.21,2025-05-17,0508,T,100,6.1NRT,290.65,269.6,D
50.97272,80.24268,343.41,1.5,1.21,2025-05-17,0508,T,88,6.1NRT,285.5,72.29,D
50.94789,80.36376,342.88,1.53,1.22,2025-05-17,0508,T,91,6.1NRT,293.08,70.69,D
50.95837,80.25746,325.96,1.51,1.21,2025-05-17,0508,T,55,6.1NRT,282.94,28.46,D
50.95226,80.2321,328.43,1.5,1.21,2025-05-17,0508,T,78,6.1NRT,280.82,38.04,D
50.71392,74.20124,321.8,1.01,1,2025-05-17,0508,T,60,6.1NRT,309.55,7.78,D
50.73885,73.52689,327.93,1,1,2025-05-17,0508,T,77,6.1NRT,309.74,13.53,D
50.64847,73.95457,320.08,1,1,2025-05-17,0508,T,61,6.1NRT,307.23,5.88,D
31.16179,75.65858,328.85,2.68,1.57,2025-05-17,0514,T,76,6.1NRT,305.05,46.49,D
31.31127,74.80729,324.67,2.32,1.47,2025-05-17,0514,T,67,6.1NRT,305.47,22.35,D
31.06533,75.77327,326.39,2.74,1.58,2025-05-17,0514,T,72,6.1NRT,305.44,34.02,D
31.68153,72.37657,331.24,1.57,1.24,2025-05-17,0514,T,74,6.1NRT,314.9,21.66,D
31.33864,73.87008,328.79,2,1.38,2025-05-17,0514,T,72,6.1NRT,309.95,24.63,D
30.79848,76.06969,325.01,2.91,1.63,2025-05-17,0514,T,61,6.1NRT,303.7,36.1,D
30.94427,75.49457,325.99,2.64,1.56,2025-05-17,0514,T,55,6.1NRT,305.14,38.58,D
30.99982,74.82648,325.57,2.37,1.49,2025-05-17,0514,T,66,6.1NRT,307.17,22.6,D
31.00236,74.82063,327.83,2.37,1.49,2025-05-17,0514,T,71,6.1NRT,307.48,30.53,D
30.96874,74.78635,326.36,2.36,1.48,2025-05-17,0514,T,68,6.1NRT,307.67,24.23,D
30.43883,76.41563,323.82,3.14,1.68,2025-05-17,0514,T,63,6.1NRT,301.97,30.62,D
30.70706,75.08416,330.92,2.51,1.52,2025-05-17,0514,T,76,6.1NRT,306.7,46.92,D
30.78727,74.43372,337.46,2.25,1.45,2025-05-17,0514,T,84,6.1NRT,309.1,74.67,D
30.47624,75.8311,327.69,2.86,1.61,2025-05-17,0514,T,71,6.1NRT,304.48,41.37,D
30.45759,75.91604,328.04,2.9,1.62,2025-05-17,0514,T,72,6.1NRT,303.88,41.67,D
30.78746,74.42841,334.64,2.25,1.45,2025-05-17,0514,T,81,6.1NRT,309.1,61.41,D
30.46809,75.91391,326.13,2.9,1.62,2025-05-17,0514,T,67,6.1NRT,304.25,34.87,D
30.47227,75.82475,325.49,2.86,1.61,2025-05-17,0514,T,67,6.1NRT,304.7,29.49,D
30.46627,75.85297,325.73,2.87,1.62,2025-05-17,0514,T,67,6.1NRT,304.1,31.14,D
30.32119,76.24599,327.36,3.08,1.67,2025-05-17,0514,T,71,6.1NRT,304.21,48.47,D
30.50554,75.26337,328.6,2.61,1.55,2025-05-17,0514,T,72,6.1NRT,305.01,42.17,D
30.4988,75.25467,326.12,2.61,1.55,2025-05-17,0514,T,67,6.1NRT,305.18,31.56,D
30.27762,75.88255,326.67,2.91,1.63,2025-05-17,0514,T,69,6.1NRT,304.07,33.22,D
30.27439,75.8763,328.71,2.91,1.63,2025-05-17,0514,T,73,6.1NRT,304.21,48.24,D
30.91729,72.59801,326.23,1.68,1.28,2025-05-17,0514,T,63,6.1NRT,312.17,16.77,D
30.28677,75.61199,327.87,2.79,1.6,2025-05-17,0514,T,71,6.1NRT,304.65,43.28,D
30.45674,74.73988,336.92,2.41,1.5,2025-05-17,0514,T,83,6.1NRT,309.29,79.83,D
30.29062,75.52631,326.01,2.75,1.59,2025-05-17,0514,T,67,6.1NRT,304.14,36.79,D
30.94127,72.22586,328.56,1.59,1.24,2025-05-17,0514,T,69,6.1NRT,313.74,16.6,D
30.40566,74.85288,335.58,2.46,1.51,2025-05-17,0514,T,82,6.1NRT,308.71,71.92,D
30.46002,74.73423,333.3,2.41,1.5,2025-05-17,0514,T,79,6.1NRT,309.12,60.35,D
30.27673,75.63165,325.5,2.8,1.6,2025-05-17,0514,T,66,6.1NRT,304.46,31.38,D
30.28014,75.54544,325.2,2.76,1.59,2025-05-17,0514,T,65,6.1NRT,304.21,31.28,D
30.40979,74.84738,332.96,2.46,1.51,2025-05-17,0514,T,79,6.1NRT,308.5,59.8,D
30.40667,74.79539,335.9,2.44,1.51,2025-05-17,0514,T,82,6.1NRT,308.84,74.38,D
30.40173,74.81955,339.4,2.45,1.51,2025-05-17,0514,T,86,6.1NRT,308.78,93.62,D
30.41812,74.67255,335.62,2.39,1.49,2025-05-17,0514,T,82,6.1NRT,309.41,72.38,D
30.73829,72.24084,326.61,1.61,1.25,2025-05-17,0514,T,55,6.1NRT,311.55,15.49,D
30.21955,74.53191,328.31,2.36,1.48,2025-05-17,0514,T,71,6.1NRT,310.3,34.27,D
30.22156,74.52715,329.48,2.36,1.48,2025-05-17,0514,T,73,6.1NRT,310.35,37.1,D
30.01722,75.25569,328.17,2.68,1.57,2025-05-17,0514,T,71,6.1NRT,308.48,42.24,D
29.64736,76.47241,329.29,3.32,1.72,2025-05-17,0514,T,73,6.1NRT,302.77,70.62,D
29.80629,75.44028,325.34,2.79,1.6,2025-05-17,0514,T,63,6.1NRT,307.01,27.78,D
29.98157,74.52406,328.91,2.39,1.49,2025-05-17,0514,T,72,6.1NRT,310.28,36.42,D
29.86133,73.37857,327.47,2,1.38,2025-05-17,0514,T,58,6.1NRT,311.13,21.04,D
29.61133,74.37547,328.39,2.38,1.49,2025-05-17,0514,T,70,6.1NRT,308.82,33.73,D
29.60119,74.36623,328.81,2.38,1.49,2025-05-17,0514,T,64,6.1NRT,309.49,34.5,D
28.98766,67.64862,332,1.03,1.01,2025-05-17,0514,T,70,6.1NRT,318.94,9.05,D
28.558,68.09594,336.96,1.07,1.03,2025-05-17,0514,T,80,6.1NRT,315.28,19.07,D
28.55636,68.10649,332.74,1.07,1.03,2025-05-17,0514,T,73,6.1NRT,315.39,12.58,D
28.47049,67.82462,333.85,1.05,1.02,2025-05-17,0516,T,75,6.1NRT,314.93,15.2,D
28.46889,67.83499,348.79,1.05,1.02,2025-05-17,0516,T,92,6.1NRT,315.68,42.9,D
28.47313,67.50159,330.46,1.03,1.01,2025-05-17,0516,T,68,6.1NRT,316.8,8.6,D
28.18058,67.6649,335.82,1.04,1.02,2025-05-17,0516,T,78,6.1NRT,318.21,16.55,D
28.17899,67.67519,331.73,1.04,1.02,2025-05-17,0516,T,71,6.1NRT,316.98,10.48,D
28.1705,67.66706,342.04,1.04,1.02,2025-05-17,0516,T,86,6.1NRT,316.8,27.77,D
28.14155,67.73583,341.14,1.05,1.02,2025-05-17,0516,T,85,6.1NRT,316.93,25.28,D
28.13997,67.74618,339.62,1.05,1.02,2025-05-17,0516,T,83,6.1NRT,316.31,22.51,D
27.98502,67.73167,334.19,1.05,1.02,2025-05-17,0516,T,75,6.1NRT,316.07,14.52,D
27.05444,67.99709,333.94,1.09,1.04,2025-05-17,0516,T,75,6.1NRT,315.35,16.66,D
19.53151,71.30535,314.53,2.37,1.49,2025-05-17,0518,T,61,6.1NRT,291.73,26.85,D
-24.73887,-42.51432,312.91,1.02,1.01,2025-05-17,0510,A,80,6.1NRT,294.41,11.38,N
-24.74042,-42.50447,306.5,1.02,1.01,2025-05-17,0510,A,39,6.1NRT,294.82,6.72,N
-5.09225,-44.80899,300.42,2.88,1.62,2025-05-17,0504,A,14,6.1NRT,285.56,20.37,N
-5.09628,-44.78412,305.65,2.87,1.62,2025-05-17,0504,A,65,6.1NRT,287.21,32.14,N
-20.23485,-40.24405,307.18,1,1,2025-05-17,0508,A,46,6.1NRT,292.19,7,N
-20.23625,-40.2347,308.57,1,1,2025-05-17,0508,A,36,6.1NRT,292.61,7.68,N
-20.24368,-40.2455,307.88,1,1,2025-05-17,0508,A,12,6.1NRT,291.85,6.92,N
-12.9426,130.81204,319.33,1.38,1.16,2025-05-17,0550,A,65,6.1NRT,280.02,23.81,D
-12.25339,133.13246,312.95,1.04,1.02,2025-05-17,0550,A,58,6.1NRT,301.75,5.16,D
-23.15553,132.80554,312.54,1.4,1.17,2025-05-17,0546,A,61,6.1NRT,300.42,8.89,D
1.48934,127.63185,313.55,1.41,1.18,2025-05-17,0555,A,58,6.1NRT,286.83,17,D
-23.15719,132.79208,325.79,1.41,1.17,2025-05-17,0546,A,80,6.1NRT,301.82,28.96,D
46.60896,132.43907,307.54,2.94,1.63,2025-05-17,0429,A,55,6.1NRT,287.05,26.04,D
-23.1342,132.71988,321.03,1.42,1.18,2025-05-17,0546,A,44,6.1NRT,301.57,17.61,D
46.59975,132.40392,312.3,2.96,1.64,2025-05-17,0429,A,68,6.1NRT,287.8,42.6,D
-23.12376,132.7184,320.38,1.42,1.18,2025-05-17,0546,A,43,6.1NRT,301.16,17.43,D
-23.01778,132.83372,314.17,1.39,1.17,2025-05-17,0546,A,59,6.1NRT,302.24,11.05,D
47.08178,133.1451,309.79,2.61,1.55,2025-05-17,0429,A,35,6.1NRT,294.36,22,D
-23.00263,132.87212,315.64,1.39,1.17,2025-05-17,0546,A,52,6.1NRT,301.83,11.9,D
-22.9939,132.85736,316.28,1.39,1.17,2025-05-17,0546,A,42,6.1NRT,300.45,12.35,D
47.00144,132.59399,310.49,2.8,1.6,2025-05-17,0429,A,60,6.1NRT,288.04,31.75,D
-22.9711,132.98225,313.26,1.36,1.16,2025-05-17,0546,A,49,6.1NRT,302.23,8.71,D
-22.78771,132.96271,360.53,1.36,1.15,2025-05-17,0546,A,100,6.1NRT,303.1,126.99,D
47.00539,132.58783,307.87,2.8,1.6,2025-05-17,0429,A,48,6.1NRT,288.18,23.2,D
-22.78928,132.94966,342.8,1.36,1.16,2025-05-17,0546,A,92,6.1NRT,301.71,65.56,D
-22.78923,132.97055,317.61,1.36,1.15,2025-05-17,0546,A,70,6.1NRT,301.36,14.02,D
47.92418,135.18251,314.25,1.93,1.36,2025-05-17,0429,A,28,6.1NRT,300.72,18.12,D
-22.79087,132.95758,350.05,1.36,1.15,2025-05-17,0546,A,95,6.1NRT,303.38,88.07,D
47.93517,135.19627,315.26,1.92,1.35,2025-05-17,0429,A,72,6.1NRT,300.59,20.39,D
-22.78066,132.95607,335.61,1.36,1.15,2025-05-17,0546,A,87,6.1NRT,300.25,47.51,D
-22.73022,133.02766,319.4,1.34,1.15,2025-05-17,0546,A,72,6.1NRT,301.74,16.26,D
47.92966,135.17235,312.72,1.93,1.36,2025-05-17,0429,A,49,6.1NRT,299.54,15.82,D
-22.70596,132.97176,314.96,1.35,1.15,2025-05-17,0546,A,30,6.1NRT,302.45,9.47,D
-22.70753,132.95882,320.21,1.36,1.15,2025-05-17,0546,A,67,6.1NRT,300.1,17.39,D
48.41768,137.08521,321.17,1.51,1.21,2025-05-17,0429,A,68,6.1NRT,302.35,22.15,D
-22.66937,133.0253,347.9,1.34,1.15,2025-05-17,0546,A,94,6.1NRT,301.3,80.19,D
-22.67098,133.0125,374.31,1.34,1.15,2025-05-17,0546,A,100,6.1NRT,306.68,193.13,D
48.42114,137.07872,319.66,1.51,1.21,2025-05-17,0429,A,44,6.1NRT,302.6,18.76,D
-22.52955,133.0005,311.48,1.34,1.15,2025-05-17,0546,A,55,6.1NRT,300.91,8.25,D
-20.7436,139.47182,314.18,1.26,1.11,2025-05-17,0546,A,49,6.1NRT,301.48,8.94,D
49.63758,143.70769,305.57,1.01,1,2025-05-17,0429,A,57,6.1NRT,291.31,6.23,D
49.64627,143.70476,303.73,1.01,1,2025-05-17,0429,A,43,6.1NRT,290.12,4.94,D
-20.74173,139.47806,316.2,1.26,1.12,2025-05-17,0546,A,68,6.1NRT,301.42,11.23,D
-18.36459,139.84772,313.01,1.45,1.19,2025-05-17,0548,A,39,6.1NRT,301.87,9.97,D
48.00381,134.80107,312.04,2,1.38,2025-05-17,0429,A,66,6.1NRT,299.65,14.05,D
-18.36162,139.75827,344.95,1.43,1.18,2025-05-17,0548,A,93,6.1NRT,305.52,74.97,D
-18.36381,139.7451,339.43,1.43,1.18,2025-05-17,0548,A,82,6.1NRT,304.62,57.74,D
48.00782,134.79158,313.32,2,1.38,2025-05-17,0429,A,68,6.1NRT,299.54,16.45,D
-18.35123,139.75632,358.33,1.43,1.18,2025-05-17,0548,A,99,6.1NRT,303.67,125.33,D
48.90445,134.33997,314.44,1.98,1.37,2025-05-17,0429,A,50,6.1NRT,288.85,26.61,D
-18.35343,139.74315,346.22,1.43,1.18,2025-05-17,0548,A,93,6.1NRT,303.04,78.21,D
-18.10979,138.40878,314.32,1.2,1.09,2025-05-17,0548,A,60,6.1NRT,303.33,8.22,D
52.51129,143.18793,302.94,1.02,1.01,2025-05-17,0429,A,54,6.1NRT,284.41,5.9,D
-17.56455,137.94551,319.87,1.15,1.07,2025-05-17,0548,A,72,6.1NRT,304.88,12.55,D
52.50933,143.17337,300.88,1.02,1.01,2025-05-17,0429,A,39,6.1NRT,284.69,4.88,D
-17.5662,137.93497,317.47,1.15,1.07,2025-05-17,0548,A,68,6.1NRT,304.52,9.66,D
-17.57817,137.79665,317.08,1.13,1.06,2025-05-17,0548,A,50,6.1NRT,304.09,8.73,D
-17.57978,137.78632,323.43,1.13,1.06,2025-05-17,0548,A,76,6.1NRT,305.59,15.88,D
-17.58951,137.72388,319.81,1.13,1.06,2025-05-17,0548,A,38,6.1NRT,304.39,11.48,D
-17.53057,138.03838,320.49,1.17,1.08,2025-05-17,0548,A,32,6.1NRT,305.33,11.11,D
-17.55897,137.85794,313.64,1.14,1.07,2025-05-17,0548,A,59,6.1NRT,303.52,5.94,D
-17.57533,137.75346,335.83,1.13,1.06,2025-05-17,0548,A,87,6.1NRT,305.96,34.3,D
-17.57695,137.7431,326.3,1.13,1.06,2025-05-17,0548,A,63,6.1NRT,304.73,18.79,D
-17.57856,137.73279,331.05,1.13,1.06,2025-05-17,0548,A,68,6.1NRT,304.97,25.16,D
-17.58018,137.72243,325.93,1.13,1.06,2025-05-17,0548,A,70,6.1NRT,303.17,18.95,D
-17.5818,137.71205,321.26,1.12,1.06,2025-05-17,0548,A,53,6.1NRT,303.38,13.53,D
-17.49886,138.17694,316.92,1.19,1.08,2025-05-17,0548,A,67,6.1NRT,304.83,9.6,D
-17.5143,138.0797,319.57,1.17,1.08,2025-05-17,0548,A,51,6.1NRT,305.65,11.05,D
-17.51164,138.03511,320.97,1.17,1.08,2025-05-17,0548,A,32,6.1NRT,303.58,12.13,D
-17.50218,138.03346,366.53,1.17,1.08,2025-05-17,0548,A,100,6.1NRT,306.16,121.7,D
-17.50388,138.02275,349.02,1.17,1.07,2025-05-17,0548,A,95,6.1NRT,306.44,65.65,D
-17.45082,138.29243,315.97,1.21,1.09,2025-05-17,0548,A,13,6.1NRT,304.58,7.45,D
-17.45262,138.2813,320.29,1.2,1.09,2025-05-17,0548,A,53,6.1NRT,306.09,12.37,D
-17.443,138.27975,321.68,1.2,1.09,2025-05-17,0548,A,60,6.1NRT,304.4,14.11,D
-17.44012,137.90741,313.47,1.15,1.07,2025-05-17,0548,A,58,6.1NRT,302.25,7.37,D
-17.27212,138.19228,311.54,1.2,1.09,2025-05-17,0548,A,40,6.1NRT,300.94,5.41,D
-17.1823,138.0589,316.23,1.18,1.08,2025-05-17,0548,A,27,6.1NRT,301.5,9.77,D
-17.18405,138.0481,317.82,1.18,1.08,2025-05-17,0548,A,27,6.1NRT,301.65,11.52,D
-17.17665,138.06233,320.71,1.18,1.08,2025-05-17,0548,A,74,6.1NRT,301.49,15.17,D
-17.17835,138.05151,312.56,1.18,1.08,2025-05-17,0548,A,57,6.1NRT,300.83,7.24,D
-17.18005,138.04071,311.81,1.18,1.08,2025-05-17,0548,A,23,6.1NRT,301.25,5.89,D
-17.15419,138.08067,316.87,1.19,1.08,2025-05-17,0548,A,68,6.1NRT,301.22,11.49,D
-17.0124,136.91522,317.25,1.06,1.03,2025-05-17,0548,A,59,6.1NRT,306.06,7.07,D
-16.88696,137.42719,320.42,1.11,1.05,2025-05-17,0548,A,45,6.1NRT,305.25,10.77,D
-16.86497,137.50731,314.64,1.12,1.06,2025-05-17,0548,A,57,6.1NRT,304.09,5.56,D
-16.87771,137.42558,335.07,1.11,1.05,2025-05-17,0548,A,86,6.1NRT,305.25,29.53,D
-16.86846,137.42398,320.69,1.11,1.05,2025-05-17,0548,A,18,6.1NRT,303.02,9.5,D
-16.8608,137.4122,324.26,1.11,1.05,2025-05-17,0548,A,76,6.1NRT,305.55,14.61,D
-16.87815,137.30116,317.88,1.1,1.05,2025-05-17,0548,A,11,6.1NRT,304.85,7.46,D
-16.85975,137.29803,319.12,1.1,1.05,2025-05-17,0548,A,42,6.1NRT,305.32,8.47,D
-16.80433,137.52858,313.73,1.12,1.06,2025-05-17,0548,A,42,6.1NRT,303.2,6.1,D
-16.83408,137.29829,318.23,1.1,1.05,2025-05-17,0548,A,26,6.1NRT,304.12,8.75,D
-16.80138,137.44882,324.21,1.12,1.05,2025-05-17,0548,A,75,6.1NRT,304.72,16.56,D
-16.80475,137.36574,322.26,1.11,1.05,2025-05-17,0548,A,73,6.1NRT,305.48,12.83,D
-16.79394,137.3743,316.74,1.11,1.05,2025-05-17,0548,A,37,6.1NRT,305.13,6.65,D
-16.7955,137.36421,316.53,1.11,1.05,2025-05-17,0548,A,37,6.1NRT,303.77,6.82,D
-16.80803,137.28349,324.73,1.1,1.05,2025-05-17,0548,A,76,6.1NRT,304.69,16.54,D
-16.79883,137.28192,372.91,1.1,1.05,2025-05-17,0548,A,100,6.1NRT,305.61,134.72,D
-16.80039,137.2719,361.34,1.1,1.04,2025-05-17,0548,A,100,6.1NRT,307.32,92.87,D
-16.78963,137.28035,327.31,1.1,1.05,2025-05-17,0548,A,79,6.1NRT,301.31,19.96,D
-16.79119,137.27032,335.87,1.1,1.04,2025-05-17,0548,A,86,6.1NRT,303.59,33.18,D
-16.80054,137.21024,317.19,1.09,1.04,2025-05-17,0548,A,39,6.1NRT,304.44,8.02,D
-16.79137,137.20866,316.67,1.09,1.04,2025-05-17,0548,A,27,6.1NRT,302.85,7.01,D
-16.75538,137.37816,332.28,1.11,1.05,2025-05-17,0548,A,84,6.1NRT,305.71,26.44,D
-16.74452,137.38681,321.79,1.11,1.05,2025-05-17,0548,A,63,6.1NRT,306.08,12.45,D
-16.74613,137.37663,336.48,1.11,1.05,2025-05-17,0548,A,87,6.1NRT,305.44,34.17,D
-16.71748,137.49745,330.7,1.12,1.06,2025-05-17,0548,A,82,6.1NRT,305.31,26.16,D
-16.73688,137.37506,320.54,1.11,1.05,2025-05-17,0548,A,63,6.1NRT,302.76,11.85,D
-16.70991,137.5,315.79,1.12,1.06,2025-05-17,0548,A,45,6.1NRT,304.8,7.22,D
-16.6884,137.45421,319.36,1.12,1.05,2025-05-17,0548,A,63,6.1NRT,304.16,10.77,D
-16.6727,137.49362,316.18,1.12,1.06,2025-05-17,0548,A,54,6.1NRT,302.27,8.11,D
-16.6743,137.48337,342.51,1.12,1.06,2025-05-17,0548,A,91,6.1NRT,305.26,48.37,D
-16.665,137.48178,334.85,1.12,1.06,2025-05-17,0548,A,86,6.1NRT,302.55,32.64,D
-16.62292,137.68762,324.05,1.15,1.07,2025-05-17,0548,A,45,6.1NRT,304.22,15.8,D
-16.62461,137.67697,322.1,1.15,1.07,2025-05-17,0548,A,68,6.1NRT,304.39,14.11,D
-16.67653,137.34764,315.38,1.11,1.05,2025-05-17,0548,A,57,6.1NRT,303.61,7.71,D
-16.68918,137.26685,317.53,1.1,1.05,2025-05-17,0548,A,62,6.1NRT,305.25,8.42,D
-16.64317,137.49911,315.45,1.13,1.06,2025-05-17,0548,A,24,6.1NRT,303.98,7.39,D
-16.64965,137.45804,316.17,1.12,1.06,2025-05-17,0548,A,60,6.1NRT,302.95,8.95,D
-16.64519,137.42593,319.45,1.12,1.05,2025-05-17,0548,A,68,6.1NRT,302.19,12.82,D
-16.61143,137.57828,332.14,1.14,1.06,2025-05-17,0548,A,83,6.1NRT,306.27,26.85,D
-16.61309,137.56792,340.69,1.13,1.06,2025-05-17,0548,A,90,6.1NRT,306.21,41.24,D
-16.61474,137.55757,360.29,1.13,1.06,2025-05-17,0548,A,100,6.1NRT,307.77,92.85,D
-16.61638,137.54726,321.27,1.13,1.06,2025-05-17,0548,A,69,6.1NRT,305.58,10.96,D
-16.60389,137.59265,313.8,1.14,1.06,2025-05-17,0548,A,48,6.1NRT,303.61,6.16,D
-16.60551,137.58221,339.99,1.14,1.06,2025-05-17,0548,A,89,6.1NRT,305.58,43.67,D
-16.60712,137.57184,338.33,1.14,1.06,2025-05-17,0548,A,88,6.1NRT,306.3,39.53,D
-16.60872,137.56148,340.69,1.13,1.06,2025-05-17,0548,A,90,6.1NRT,305.26,43.82,D
-16.61033,137.55112,327.05,1.13,1.06,2025-05-17,0548,A,78,6.1NRT,305.05,20.31,D
-16.57491,137.71698,318.85,1.16,1.07,2025-05-17,0548,A,28,6.1NRT,302.84,10.51,D
-16.64987,137.17229,317.25,1.09,1.04,2025-05-17,0548,A,54,6.1NRT,304.8,7.97,D
-16.64069,137.17075,333.23,1.09,1.04,2025-05-17,0548,A,84,6.1NRT,305.99,26.67,D
-16.64223,137.16077,327.92,1.09,1.04,2025-05-17,0548,A,69,6.1NRT,305.11,18.88,D
-16.5762,137.52419,332.62,1.13,1.06,2025-05-17,0548,A,84,6.1NRT,304.69,28.33,D
-16.61598,137.2693,314.4,1.1,1.05,2025-05-17,0548,A,32,6.1NRT,304.09,5.12,D
-16.56849,137.51233,324.04,1.13,1.06,2025-05-17,0548,A,72,6.1NRT,304.17,16.39,D
-16.5701,137.50203,327.35,1.13,1.06,2025-05-17,0548,A,79,6.1NRT,304.58,20.63,D
-16.58297,137.42003,324.63,1.12,1.05,2025-05-17,0548,A,73,6.1NRT,301.96,17.47,D
-16.62235,137.16762,324.75,1.09,1.04,2025-05-17,0548,A,24,6.1NRT,305.29,14.81,D
-16.55099,137.56253,318.77,1.14,1.06,2025-05-17,0548,A,60,6.1NRT,304.17,11.03,D
-16.56079,137.5004,325.95,1.13,1.06,2025-05-17,0548,A,57,6.1NRT,303.08,17.5,D
-16.57369,137.41844,331.84,1.12,1.05,2025-05-17,0548,A,68,6.1NRT,305.16,25.73,D
-16.5801,137.37762,317.95,1.11,1.05,2025-05-17,0548,A,46,6.1NRT,303.97,9.39,D
-16.61318,137.16606,341.38,1.09,1.04,2025-05-17,0548,A,90,6.1NRT,305.9,41.24,D
-16.54164,137.56094,316.58,1.14,1.06,2025-05-17,0548,A,40,6.1NRT,303.57,8.83,D
-16.55958,137.44749,321.05,1.12,1.06,2025-05-17,0548,A,62,6.1NRT,304.05,11.44,D
-16.56441,137.41682,331.2,1.12,1.05,2025-05-17,0548,A,75,6.1NRT,304.19,24.79,D
-16.604,137.16451,318.74,1.09,1.04,2025-05-17,0548,A,27,6.1NRT,302.19,9.42,D
-16.60556,137.15456,322.93,1.09,1.04,2025-05-17,0548,A,54,6.1NRT,304.2,14.15,D
-16.54866,137.45616,338.66,1.12,1.06,2025-05-17,0548,A,88,6.1NRT,304.44,38.45,D
-16.55513,137.41522,317.57,1.12,1.05,2025-05-17,0548,A,34,6.1NRT,301.89,9.02,D
-16.49786,137.71461,322.69,1.16,1.07,2025-05-17,0548,A,66,6.1NRT,304.81,13.78,D
-16.55393,137.36264,323.99,1.11,1.05,2025-05-17,0548,A,61,6.1NRT,305,13.61,D
-16.49141,137.71761,325.57,1.16,1.07,2025-05-17,0548,A,69,6.1NRT,303.7,19.71,D
-16.48198,137.71597,322.63,1.16,1.07,2025-05-17,0548,A,73,6.1NRT,303.27,17.17,D
